,Unnamed: 0,text,intent,intentId,len,labels
365,7222,Why don't I have an ID card?,Why Cannot I See the eID Entry?,00154140377719915886286ed488ffbf,16,13
366,1586,Identity verification failed.,"Why Does the Message ""Verifying the identity failed"" Display?",00154650828803127307286ed4895296,6,201
367,4425,How do I set fingerprint payment for WeChat?,What is the relationship between the screen unlock fingerprint and the quick payment fingerprint?,00154140377750316527286ed488ffbf,11,73
368,1273,Can I swipe the bus when my watch has a bus card and my phone is not around?,Can I use my watch after I add a transportation card to my phone?,00155194601228256191286ed488dfeb,20,223
369,7307,When to use eID,Which of the following scenarios can eID be used in?,00154140377719915881286ed488ffbf,7,9
370,2980,Real-name authentication is not performed by yourself.,Method of Deregistering Real-Name Authentication (Non-Authentication) on Huawei Pay,00154140377758916755286ed488ffbf,8,152
371,5224,How do I delete the door key?,Viewing/Deleting a Door Key,00154140377745116413286ed488ffbf,7,66
372,2011,How many public transportation cards can be bound to a mobile phone with the NFC function?,Models that support transportation cards and the number of supported cards,00154650615672609951286ed488d1a3,17,194
373,406,How to Increase the Traffic Card of International Edition,What can I do if I cannot see the entrance for adding Huawei Pay traffic cards?,00156350271606100292286ed488ffbf,11,286
374,4327,How do I recharge my H-coin card?,How do I recharge my H-coins card purchased from Vmall?,00154140377750316533286ed488ffbf,7,78
375,3019,What is mobile phone recharge?,What is mobile phone recharge?,00154140377758916752286ed488ffbf,6,150
376,1310,Hotel room card usage exception.,Hotel Room Card Exceptions,00154901127207427700286ed4895296,8,219
377,662,"Langfang Penny to do bus, prompt invalid.","Details of buses with 1 cent/50% discount - Shouguang, Langfang, Jiangyin, Lianyungang, Fuzhou, Guilin, Wuzhou, Inner Mongolia, Panjin",00156212029718355955286ed488dfeb,13,267
378,5436,Card swiping error.,Failed to swipe the transportation card in the Huawei Pay when taking a subway or bus.,00154140377742916362286ed488ffbf,7,58
379,943,"What Do I Do If the System Displays the Message ""1000110097"" When I Add a Bank Card?","What Can I Do If the Message ""1000110097"" or ""10001110041"" Is Displayed When I Add a Huawei Pay Bank Card?",00155549440042203297286ed488ffbf,29,238
380,7331,Can I take the high - speed train with my e - ID card?,Which of the following scenarios can eID be used in?,00154140377719915881286ed488ffbf,11,9
381,6988,Why can't I buy a Hong Kong Octopus card?,Which cities does the transportation card support?,00154140377723915914286ed488ffbf,16,20
382,1385,Why does the system display a message indicating that the payment fails when I recharge my transportation card?,How to Handle the Failure to Recharge the Transportation Card,00154771598881823359286ed488ffbf,18,211
383,5836,Why is a boot page displayed Huawei Pay really f**cking annoying?,The Huawei Pay card swiping page is automatically displayed.,00154140377723915950286ed488ffbf,20,49
384,6249,I can't return my transportation card.,Refund the balance of the deleted transportation card in the Huawei Pay.,00154140377723915940286ed488ffbf,9,40
385,377,"Hello! I want to add a bus card, but the main page does not have the bus card option.",What can I do if I cannot see the entrance for adding Huawei Pay traffic cards?,00156350271606100292286ed488ffbf,23,286
386,6486,"The money is deducted, and no refund is given until the bill is paid.",Huawei Pay Traffic Card Recharge Not Received,00154140377723915928286ed488ffbf,16,30
387,5564,Bus card doesn't work.,Failed to swipe the transportation card in the Huawei Pay when taking a subway or bus.,00154140377742916362286ed488ffbf,8,58
388,6488,"I just recharged my bus card, but it hasn't arrived.",Huawei Pay Traffic Card Recharge Not Received,00154140377723915928286ed488ffbf,14,30
389,1199,I don't want a monthly renewal.,How Do I Disable the Auto-Renew Service?,00155226951643056209286ed488dfeb,7,224
390,1837,Models that support public transportation cards,Models that support transportation cards and the number of supported cards,00154650615672609951286ed488d1a3,8,194
391,6251,Handling fee for returning a transportation card,Refund the balance of the deleted transportation card in the Huawei Pay.,00154140377723915940286ed488ffbf,7,40
392,1395,The system displays a message indicating that the recharge is in progress when a subscriber recharges the account through a mobile phone.,How to Handle the Failure to Recharge the Transportation Card,00154771598881823359286ed488ffbf,12,211
393,623,"Lingnan pass card or to 15 yuan, why?",Huawei Pay: Collection of Issues in the CNY15 Card Activation Promotion of Lingnantong,00156273009877700056286ed488ffbf,15,270
394,4113,Querying the Card Number of a Device,What is the device card number?,00154140377750316547286ed488ffbf,6,91
395,506,When will the refund of a transportation card be processed?,Viewing the Refund Progress of Transportation Cards in the Huawei Pay,00156325994305300245286ed488ffbf,15,278
396,2147,Why can't I enable account protection?,How do I enable account protection for my Huawei ID?,00154641892249809892286ed488d1a3,10,183
397,6229,Can I get a refund after I move my bus card?,Refund the balance of the deleted transportation card in the Huawei Pay.,00154140377723915940286ed488ffbf,12,40
398,7673,I'm a fork.,insulting,00148816713313415029005056a6636a,2,2
399,625,Give me back my $15!,Huawei Pay: Collection of Issues in the CNY15 Card Activation Promotion of Lingnantong,00156273009877700056286ed488ffbf,11,270
400,3999,The system notifies a subscriber that the bank type is unknown when the subscriber adds a bank card.,Failed to Add a Bank Card,00154140377750316549286ed488ffbf,15,93
401,4161,The payment password and login password are different.,What is the payment password?,00154140377750316544286ed488ffbf,11,88
402,6293,Adding an Entity Card,Can I add a physical transportation card to the Huawei Pay?,00154140377723915938286ed488ffbf,7,39
403,4558,How to use the access card?,How to Use the Door Key,00154140377745116418286ed488ffbf,6,71
404,998,How do I delete a transportation card from another account?,"How Do I Delete eIDs, Transportation Cards, and Bank Cards on HiCloud?",00155322594211827552286ed488d1a3,14,231
405,7779,Where is the recharge record?,Querying the Recharge Records of the Mobile Phone Recharge Activity,2.28053144251176E+17,15,328
406,3510,Payment failed.,What Do I Do If the Payment Fails and a Message Indicating Request Timeout Is Displayed?,00154140377750416576286ed488ffbf,4,117
407,4396,Quick payment,What is a quick payment bank card?,00154140377750316529286ed488ffbf,4,74
408,1016,Differences Between Scan and Payment Code,What are the scan and payment code in my wallet?,00155313947935718914286ed488ffbf,9,230
409,5049,Why can't I set a key card for my phone?,Adding a Door Key,00154140377745116416286ed488ffbf,13,69
410,4319,What does it mean when a Huabei recharge card is successfully recharged?,How do I recharge my account with a H-coin card?,00154140377750316534286ed488ffbf,12,79
411,4937,Can I add a door card to the international version?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,11,70
412,914,"Will my HuaweiPay bank card be deleted after I update my phone system version, root my phone, or restore my phone to its factory settings?","Will the Huawei Pay card be deleted after I update my phone system version, root my phone, or restore my phone to its factory settings?",00155721014774600794286ed488ffbf,36,242
413,6520,"Honor v8. HUAWEI Wallet, do you have flash payment?",Does my phone or wearable device support bank cards (cloud flash payment) or transportation cards?,00154140377723915925286ed488ffbf,18,29
414,1223,Cancel Auto-renewal,How Do I Disable the Auto-Renew Service?,00155226951643056209286ed488dfeb,6,224
415,7614,Hello. Is it on the line?,salutes,00148816742528531742005056a6636a,7,4
416,2908,How can I deregister a user if I forget the password?,How can I submit a self-service complaint using my Huawei ID?,00154140377804217290286ed488ffbf,13,153
417,3457,The Suning.com app does not have the Huawei Pay payment mode.,Huawei Pay is not displayed on the third-party app payment screen.,00154140377758816720286ed488ffbf,18,119
418,4905,Why is there no door key when the Huawei Pay is of the latest version?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,20,70
419,3173,Using Huawei Pay Bank Cards for Online Payment,Using Huawei Pay Bank Cards for Online Payment,00154140377758916730286ed488ffbf,16,129
420,667,"Details of buses with 1 cent/50% discount - Shouguang, Langfang, Jiangyin, Lianyungang, Fuzhou, Guilin, Wuzhou, Inner Mongolia, Panjin","Details of buses with 1 cent/50% discount - Shouguang, Langfang, Jiangyin, Lianyungang, Fuzhou, Guilin, Wuzhou, Inner Mongolia, Panjin",00156212029718355955286ed488dfeb,40,267
421,4114,Why is the money deducted after a bank card is added?,What can I do if a bank card is deducted for a few cents?,00154140377750316546286ed488ffbf,12,90
422,222,How do I use a transportation card?,How to Swipe Traffic Cards for Consumption,00156473068011800211286ed4895296,6,292
423,2994,Huawei Pay Deregistering Real-Name Authentication,Method of Deregistering Real-Name Authentication (Non-Authentication) on Huawei Pay,00154140377758916755286ed488ffbf,10,152
424,3925,Failed to add the bank card.,Failed to Add a Bank Card,00154140377750316549286ed488ffbf,8,93
425,7117,Is there a list of cities supported by NFC traffic cards?,Which cities does the transportation card support?,00154140377723915914286ed488ffbf,16,20
426,2442,I can't remember the security of my wallet or the payment codes.,Method of retrieving the payment password,00154201191187211121286ed4895296,20,163
427,2324,"Beijing All-in-One Card Upgrade Failure in Beijing, Tianjin, and Hebei",Beijing municipal transportation all-in-one card upgraded to Beijing-Tianjin-Hebei interconnection card,00154520527510922275286ed488ffbf,17,169
428,7403,Can I subscribe to eID under 18?,Method of Enabling the eID Service,00154140377719915879286ed488ffbf,13,7
429,1456,The system notifies a subscriber that the bus card fails to be recharged.,How to Handle the Failure to Recharge the Transportation Card,00154771598881823359286ed488ffbf,11,211
430,2933,"Huawei ID forgot password, mobile number has been deregistered",How can I submit a self-service complaint using my Huawei ID?,00154140377804217290286ed488ffbf,17,153
431,7314,Which apps can be authenticated online using eID?,Which of the following scenarios can eID be used in?,00154140377719915881286ed488ffbf,16,9
432,3477,Huawei Pay: The bound bank card game cannot be used for consumption.,Huawei Pay is not displayed on the third-party app payment screen.,00154140377758816720286ed488ffbf,16,119
433,6226,"Excuse me, can I return my Beijing City Bus Card?",Refund the balance of the deleted transportation card in the Huawei Pay.,00154140377723915940286ed488ffbf,21,40
434,6660,overcharges,Repeated Fee Deduction for Huawei Pay Traffic Card Swiping,00154140377723915917286ed488ffbf,6,23
435,4353,What can I buy with H-coins?,What are H-coins and H-coins cards?,00154140377750316532286ed488ffbf,5,77
436,7640,nonhuman,salutes,00148816742528531742005056a6636a,3,4
437,1279,Why can't I open the door key (access card) in the Huawei Pay?,Why can't I open the door key (access card) in the Huawei Pay?,00155140659573734410286ed4895296,22,222
438,6156,The Huawei Pay failed to activate the transportation card.,Failed to add the transportation card to the Huawei Pay.,00154140377723915941286ed488ffbf,12,41
439,4398,How do I use fingerprints to quickly open my wallet?,What is the relationship between the screen unlock fingerprint and the quick payment fingerprint?,00154140377750316527286ed488ffbf,10,73
440,2105,Registration failed.,What can I do if I fail to register a Huawei ID?,00154648179033509910286ed488d1a3,4,186
441,5071,How do I bind an access card?,Adding a Door Key,00154140377745116416286ed488ffbf,11,69
442,6584,Why is there no transaction record for the transportation card?,The transaction records of the Huawei Pay transportation card are not completely displayed.,00154140377723915923286ed488ffbf,12,28
443,7308,Where can I use eID?,Which of the following scenarios can eID be used in?,00154140377719915881286ed488ffbf,9,9
444,7558,"Yeah, I do.",salutes,00148816742528531742005056a6636a,2,4
445,4951,Does my phone support this function?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,6,70
446,1877,Why is there no transportation card in my wallet?,Models that support transportation cards and the number of supported cards,00154650615672609951286ed488d1a3,13,194
447,7751,How do I know when the recharge amount is received?,How to check whether the account balance is received after a subscriber recharges the account?,2.28054253233544E+17,15,332
448,5978,Huawei Pay always pops itself up.,The Huawei Pay card swiping page is automatically displayed.,00154140377723915950286ed488ffbf,11,49
449,3320,You can't swipe your bank card on a bus.,How to Deal with the Failure of Using Bank Card to Swipe Bus and Subway,00154140377758816723286ed488ffbf,11,122
450,2126,How to subscribe to the mobile phone POS service?,How to use Huawei Pay bank card to make payment on POS machine,00154642163665527233286ed4895296,10,184
451,4508,The simulated access card fails to open the door.,Why can't I open the door if the key is added successfully?,00154140377745116419286ed488ffbf,11,72
452,7851,Why is the call fee not reduced by 10 yuan when I recharge 50 yuan?,Problem Set for the Activity of Subtracting 10 from 50 After Recharge,2.28047706973575E+17,14,315
453,7680,You're not smart.,insulting,00148816713313415029005056a6636a,7,2
454,1745,I have a Dalian Pearl Card. The old mobile phone is damaged by water. How do I use my old Pearl card on my new phone?,"How do I delete my bank card, transportation card, eID, or door key if I have lost my phone or my phone is not repaired, sold, or replaced by a Huawei Customer Service Center?",00154650685798827303286ed4895296,30,195
455,6317,How do I check the SN of my phone?,How to obtain the phone SN,00154140377723915933286ed488ffbf,10,35
456,3723,How Do I Unbind a Quick Payment from a Bank Card?,Method of Removing Bank Card from Online Payment,00154140377750316557286ed488ffbf,14,100
457,1243,How do I disable the automatic renewal function for Huawei Cloud Space?,How Do I Disable the Auto-Renew Service?,00155226951643056209286ed488dfeb,18,224
458,2163,How can I disable the Huawei Pay notification function?,Disabling the Function of Pushing Huawei Pay Notifications,00154641766527047205286ed488dfeb,16,182
459,6118,Why can't I add a transportation card to my wallet?,Failed to add the transportation card to the Huawei Pay.,00154140377723915941286ed488ffbf,10,41
460,3760,How do I disable Alipay?,Unbind payment code (Alipay),00154140377750316556286ed488ffbf,7,99
461,972,The Jilin Tong and Jiang Su Yi Suzhou Tong on Huawei P30 mobile phones do not have a migration entry and cannot be migrated.,The Jilin Tong and Jiang Su Yi Suzhou Tong on Huawei P30 mobile phones do not have a migration entry and cannot be migrated.,00155497381780801474286ed4895296,33,234
462,4873,What happened to the key?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,12,70
463,4666,My phone's door key?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,12,70
464,7715,Transfer to manual service,Manual service,00146760295147441999286ed488efbd,3,0
465,610,What? I can't use my 20 for change.,What models support small change?,00156317389577600093286ed488ffbf,11,272
466,4356,What can I use H-coins for?,What are H-coins and H-coins cards?,00154140377750316532286ed488ffbf,10,77
467,4620,Why can't I add an access card to my mobile phone model?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,16,70
468,3815,How do I disable Alipay payment code?,Unbind payment code (Alipay),00154140377750316556286ed488ffbf,11,99
469,3219,Viewing Transaction Records,Viewing Huawei Pay Bank Card Transaction Records,00154140377758816728286ed488ffbf,6,127
470,7619,"Hello, may I speak to you?",salutes,00148816742528531742005056a6636a,7,4
471,2842,"After I bind my mobile phone number, I don't need this SIM card. What can I do?",How can I submit a self-service complaint using my Huawei ID?,00154140377804217290286ed488ffbf,20,153
472,5160,Why can't I simulate the access card?,Solution to the Problem that the Card Does Not Respond When the Key Is Added,00154140377745116415286ed488ffbf,10,68
473,5451,"I swiped my metro card, but it didn't work.",Failed to swipe the transportation card in the Huawei Pay when taking a subway or bus.,00154140377742916362286ed488ffbf,7,58
474,7095,Interconnection card applicable cities,Which cities does the transportation card support?,00154140377723915914286ed488ffbf,9,20
475,5692,Can I transfer my card to another phone?,Can I change my mobile phone to another one?,00154140377723915955286ed488ffbf,15,52
476,6750,How can I issue an invoice for the consumption of a transportation card opened through Huawei Pay?,Obtain the top-up invoice of the Huawei Pay transportation card.,00154140377723915916286ed488ffbf,19,22
477,5249,"Yangcheng pass to return the card, when to return the balance",Method of Refunding Balance of Yangcheng Pass Card,00154140377742916373286ed488ffbf,14,65
478,6848,How do I add a city bus all-in-one card?,Add a transportation card to the Huawei Pay.,00154140377723915915286ed488ffbf,11,21
479,4392,Quick payment by bank card,What is a quick payment bank card?,00154140377750316529286ed488ffbf,7,74
480,1238,What monthly package is enabled?,How Do I Disable the Auto-Renew Service?,00155226951643056209286ed488dfeb,7,224
481,3164,Which Bank Cards Can Be Used on Buses and Metros?,Which Bank Cards Can Be Used on Buses and Metros?,00154140377758916731286ed488ffbf,12,130
482,81,Bank card types that can be added to your wallet are not supported on NFC-enabled devices (not supported by Huawei Pay).,Bank card types that can be added to your wallet are not supported on NFC-enabled devices (not supported by Huawei Pay).,00156826207400703130286ed4895296,39,307
483,2404,What if I forget my payment password and question password?,Method of retrieving the payment password,00154201191187211121286ed4895296,15,163
484,1989,Does the Huawei Nova series have a transportation card?,Models that support transportation cards and the number of supported cards,00154650615672609951286ed488d1a3,15,194
485,4854,The key to the door. No neighbors.,Number of keys and models that can be added,00154140377745116417286ed488ffbf,9,70
486,6949,[Mobile phone][How|How][Add][Transport card],Add a transportation card to the Huawei Pay.,00154140377723915915286ed488ffbf,20,21
487,3515,ABC card payment crashes,What can I do if my wallet crashes when I use the Agricultural Bank of China credit card to pay?,00154140377750416575286ed488ffbf,7,116
488,7116,"V10, when will Hefei Tong go online?",Which cities does the transportation card support?,00154140377723915914286ed488ffbf,13,20
489,6856,How do I bind a transportation card?,Add a transportation card to the Huawei Pay.,00154140377723915915286ed488ffbf,8,21
490,4089,How to Delete a Card,Method of Removing a Bank Card,00154140377750316548286ed488ffbf,8,92
491,1985,Can I get a transportation card with HUAWEI Changxiang 9?,Models that support transportation cards and the number of supported cards,00154650615672609951286ed488d1a3,12,194
492,5385,Failed to refresh my phone when I got off the bus.,Failed to swipe the transportation card in the Huawei Pay when taking a subway or bus.,00154140377742916362286ed488ffbf,7,58
493,1296,Why can't I swipe my card in my Mate wallet?,Why is there no swipe card on my Mates Huawei Pay?,00155124817331834263286ed4895296,15,221
494,6035,How to swipe the card quickly?,A Method of Using Huawei Pay Traffic Card to Swipe the Consumption Quickly,00154140377723915946286ed488ffbf,6,46
495,1374,I can't get through to Yangcheng,How to Handle the Failure to Recharge the Transportation Card,00154771598881823359286ed488ffbf,6,211
496,4763,What cell phone can have a door key?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,11,70
497,2234,Failed to notify the card information.,The system notifies a subscriber that the card information is incorrect after the subscriber selects a payment bank card.,00154590259598326931286ed4895296,7,177
498,1657,Maximum number of bank cards that can be added.,Models that support Huawei Pay bank cards and the number of supported cards,00154650689943909952286ed488d1a3,7,196
499,504,"Refund of transportation card has failed for several days, so far there is no word.",Viewing the Refund Progress of Transportation Cards in the Huawei Pay,00156325994305300245286ed488ffbf,18,278
500,5186,Which of the following support adding door keys?,Which of the following door keys can be added?,00154140377745116414286ed488ffbf,9,67
501,5980,Automatic Huawei Pay pop-up,The Huawei Pay card swiping page is automatically displayed.,00154140377723915950286ed488ffbf,8,49
502,3160,Does the Industrial and Commercial Bank of China Support Bus and Subway?,Which Bank Cards Can Be Used on Buses and Metros?,00154140377758916731286ed488ffbf,14,130
503,6774,Where's the bus fare invoice for my wallet?,Obtain the top-up invoice of the Huawei Pay transportation card.,00154140377723915916286ed488ffbf,11,22
504,2341,Differences between the application scopes of the Beijing-Tianjin-Hebei interconnection card and the Beijing all-in-one card,Beijing-Tianjin-Hebei interconnection card and Beijing municipal transportation card what is the difference?,00154520527510422274286ed488ffbf,20,168
505,475,How to Use Smart Home Access Cards,How to add a smart home access card,00156343282098700030286ed488d1a3,8,279
506,7416,How Do I Add a Driving License?,Method of Enabling the eID Service,00154140377719915879286ed488ffbf,7,7
507,2655,How do I log in to my Huawei ID?,How do I log in with my Huawei ID?,00154140377804317318286ed488ffbf,8,159
508,3962,"Why can't I add my ICBC card? It shows that you have added this card, but I see that the card bag doesn't have this card.",Failed to Add a Bank Card,00154140377750316549286ed488ffbf,38,93
509,2500,I forgot my wallet password.,Method of retrieving the payment password,00154201191187211121286ed4895296,7,163
510,6270,Hefei Tongde Card,Refund the balance of the deleted transportation card in the Huawei Pay.,00154140377723915940286ed488ffbf,5,40
511,7780,Why cannot I find the recharge record in the balance deduction?,Querying the Recharge Records of the Mobile Phone Recharge Activity,2.28053144251176E+17,13,328
512,1334,"When I swipe my transportation card/door key, the system displays a message indicating that the transaction fails and I need to swipe my card again. What should I do?","When I swipe my transportation card/door key, the system displays a message indicating that the transaction fails and I need to swipe my card again. What can I do?",00154890266672627667286ed4895296,33,215
513,4711,Why don't I have the key function?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,11,70
514,7147,"I paid with Huawei Pay, but did not get the incentive payment. Why?",What can I do if I can't get an incentive after using Huawei Pay?,00154140377721215903286ed488ffbf,20,17
515,6646,I can't find the option of a transportation card in the card.,Unable to find the card migration entrance of the transportation card,00154140377723915919286ed488ffbf,13,25
516,2847,How do I change my account if I forget my password and have no SIM card?,How can I submit a self-service complaint using my Huawei ID?,00154140377804217290286ed488ffbf,16,153
517,7722,"Recharge the account for the first time. When the recharge amount reaches 50, 10 is deducted.",Activity details when a user binds a specified bank card to recharge the mobile account for the first time and the recharge amount reaches 50 minus 10,2.28048815226133E+17,13,316
518,3298,Where can I take a bus or subway by using a bank card?,Where can I use a bank card to take a bus or subway?,00154140377758816725286ed488ffbf,14,124
519,142,What can I do if I have a refund on my Huawei Pay?,Use the bank card bound to Huawei Pay in Huawei Pay for refund.,00156801396626508389286ed488d1a3,22,300
520,3640,What if I forget my security question?,Method of resetting the security question,00154140377750416558286ed488ffbf,13,101
521,2609,I can't open my phone. I forgot my password.,Forgot your Huawei ID password,00154140377804317328286ed488ffbf,12,161
522,2987,Cancel Real-Name Authentication,Method of Deregistering Real-Name Authentication (Non-Authentication) on Huawei Pay,00154140377758916755286ed488ffbf,6,152
523,5649,Transfer the traffic card to your band,"Can my Huawei phone, watch, and band share a transportation card?",00154140377723915956286ed488ffbf,10,53
524,55,Can I swipe my bank card without NFC?,Consumption scenarios that can be used after a bank card is added (NFC/Huawei Pay models are not supported),00156826218227603133286ed4895296,12,310
525,4743,No key option is available for adding a key.,Number of keys and models that can be added,00154140377745116417286ed488ffbf,9,70
526,1942,"Hello, can I apply for a transportation card on my mobile phone?",Models that support transportation cards and the number of supported cards,00154650615672609951286ed488d1a3,16,194
527,3726,How do I unbind a bank card for quick payment?,Method of Removing Bank Card from Online Payment,00154140377750316557286ed488ffbf,12,100
528,7027,Can I use my mobile phone bus card in Nanjing?,Which cities does the transportation card support?,00154140377723915914286ed488ffbf,11,20
529,6065,Can I transfer the balance of my bus card in my wallet to my physical card?,Can I transfer the balance of my transportation card to a physical card?,00154140377723915944286ed488ffbf,16,44
530,2139,Can I pay with my phone?,How to use Huawei Pay bank card to make payment on POS machine,00154642163665527233286ed4895296,8,184
531,1591,Why can't I open the UnionPay QR code after I clone my phone?,Why can't I open the QR code of UnionPay after I clone my phone?,00154650808235827306286ed4895296,17,200
532,254,What should I do if I can't access my wallet by double-tapping the power button on my newly updated system?,"After the system version is updated to EMUI 9.1.X, the wallet cannot be opened by double pressing the power button when NFC is disabled.",00156436585749801896286ed488ffbf,19,290
533,7599,"Hello, are you there?",salutes,00148816742528531742005056a6636a,5,4
534,4274,What are the conveniences of enabling the wallet?,What is an Huawei Pay bank card?,00154140377750316537286ed488ffbf,10,81
535,2566,How can I change the password of my cloud account?,Forgot your Huawei ID password,00154140377804317328286ed488ffbf,11,161
536,6898,How do I activate a transportation card for the Honor 9i?,Add a transportation card to the Huawei Pay.,00154140377723915915286ed488ffbf,12,21
537,5323,How do I query the IMEI of my phone?,Checking the IMEI and System Version of the Mobile Phone,00154140377742916364286ed488ffbf,10,60
538,3811,How to cancel the payment code of Alipay in Huawei Pay?,Unbind payment code (Alipay),00154140377750316556286ed488ffbf,16,99
539,1021,What are the scan and payment code in my wallet?,What are the scan and payment code in my wallet?,00155313947935718914286ed488ffbf,20,230
540,6266,How to delete a transportation card on the Huawei Pay?,Refund the balance of the deleted transportation card in the Huawei Pay.,00154140377723915940286ed488ffbf,11,40
541,938,"What can I do if I fail to add a bank card and the message ""1000110097"" is displayed?","What Can I Do If the Message ""1000110097"" or ""10001110041"" Is Displayed When I Add a Huawei Pay Bank Card?",00155549440042203297286ed488ffbf,27,238
542,1899,How many Zhang Jiaotong cards can be bound to a phone?,Models that support transportation cards and the number of supported cards,00154650615672609951286ed488d1a3,11,194
543,3081,How do I apply for a credit card?,How to apply for a credit card,00154140377758916743286ed488ffbf,9,141
544,5002,Do 8x have an access card?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,8,70
545,2116,How do I change my payment fingerprint?,How Do I Change the Payment and Authentication Modes?,00154647974020927235286ed4895296,8,185
546,2821,My mobile phone number has been changed. I cannot log in to the system now.,How can I submit a self-service complaint using my Huawei ID?,00154140377804217290286ed488ffbf,15,153
547,806,The card issuing service fee is non-refundable.,Shanghai Public Transport Card Time-Limited Free-of-Charge Activities,00155952870990975660286ed488ffbf,9,255
548,5892,Why does the Huawei Pay automatically start?,The Huawei Pay card swiping page is automatically displayed.,00154140377723915950286ed488ffbf,14,49
549,970,Why can't I move my new P30 to Jilin Tongka?,The Jilin Tong and Jiang Su Yi Suzhou Tong on Huawei P30 mobile phones do not have a migration entry and cannot be migrated.,00155497381780801474286ed4895296,18,234
550,6652,Beijing Insufficient Balance of the All-in-One Card Account,What can I do if the Beijing card cannot be used after being overdrawn?,00154140377723915918286ed488ffbf,9,24
551,3942,Failed to add the bank card.,Failed to Add a Bank Card,00154140377750316549286ed488ffbf,7,93
552,6468,Why does the amount remain unchanged after I recharge my account with a metro card?,Huawei Pay Traffic Card Recharge Not Received,00154140377723915928286ed488ffbf,14,30
553,1628,Does this model support Cloud Flash payment?,Models that support Huawei Pay bank cards and the number of supported cards,00154650689943909952286ed488d1a3,11,196
554,5379,"The bus card that is already in use is suddenly unusable, and the system displays a message indicating that loading the storage fails.",Failed to swipe the transportation card in the Huawei Pay when taking a subway or bus.,00154140377742916362286ed488ffbf,27,58
555,2672,Why can't I log in to my Huawei ID?,What can I do if I can't log in with my Huawei ID?,00154140377804317316286ed488ffbf,12,158
556,3655,How Do I Reset a Security Question?,Method of resetting the security question,00154140377750416558286ed488ffbf,8,101
557,7633,Nobody cares?,salutes,00148816742528531742005056a6636a,4,4
558,2940,What can I do if I can't log in to the Huawei Cloud album using my old phone number?,How can I submit a self-service complaint using my Huawei ID?,00154140377804217290286ed488ffbf,36,153
559,2864,How can I change my password if I forgot to change my mobile number?,How can I submit a self-service complaint using my Huawei ID?,00154140377804217290286ed488ffbf,16,153
560,5687,Can you move the traffic card from your old phone?,Can I change my mobile phone to another one?,00154140377723915955286ed488ffbf,15,52
561,882,Can I still use the ticket in my wallet after the movie starts?,Will tickets disappear from the Huawei Pay after a movie starts or ends?,00155780414096400914286ed488ffbf,16,247
562,1713,Pay is not supported.,Models that support Huawei Pay bank cards and the number of supported cards,00154650689943909952286ed488d1a3,6,196
563,3192,How do I check the transaction records?,Viewing Huawei Pay Bank Card Transaction Records,00154140377758816728286ed488ffbf,8,127
564,7501,Are you there?,salutes,00148816742528531742005056a6636a,5,4
565,3633,I'd like to change the security question.,Method of resetting the security question,00154140377750416558286ed488ffbf,10,101
566,7556,Is there anyone here?,salutes,00148816742528531742005056a6636a,4,4
567,7072,There is no traffic card in Taiyuan.,Which cities does the transportation card support?,00154140377723915914286ed488ffbf,8,20
568,5137,The card encryption does not support simulation.,Solution to the Problem that the Card Does Not Respond When the Key Is Added,00154140377745116415286ed488ffbf,11,68
569,1736,The original phone is lost. The bus card is missing.,"How do I delete my bank card, transportation card, eID, or door key if I have lost my phone or my phone is not repaired, sold, or replaced by a Huawei Customer Service Center?",00154650685798827303286ed4895296,10,195
570,3186,How to find payment and bills,Viewing Huawei Pay Bank Card Transaction Records,00154140377758816728286ed488ffbf,9,127
571,3145,Which financial institutions borrow money from?,"... financial institutions that support ""borrowing"".",00154140377758916734286ed488ffbf,10,133
572,656,"Hello, help me check the current use of Shouguang Huawei Pay payment, but also a penny?","Details of buses with 1 cent/50% discount - Shouguang, Langfang, Jiangyin, Lianyungang, Fuzhou, Guilin, Wuzhou, Inner Mongolia, Panjin",00156212029718355955286ed488dfeb,28,267
573,4827,"Hello, there's no key on my front page.",Number of keys and models that can be added,00154140377745116417286ed488ffbf,15,70
574,6313,Why Does the Manual Service Window Fail to Handle Card Swiping?,Card swiping failure is not handled in the manual service window of Tianjin Metro.,00154140377723915934286ed488ffbf,15,36
575,951,"When I swipe my card, it turns into another card.",What can I do if the card icon on the card swiping screen opened near the turnstile changes after I update my phone system or Huawei Pay?,00155538559002600929286ed488d1a3,12,237
576,6662,What can I do if the payment amount is incorrect?,Repeated Fee Deduction for Huawei Pay Traffic Card Swiping,00154140377723915917286ed488ffbf,10,23
577,7171,Do I need to return the incentive?,How to handle the incentive after order cancellation or goods return?,00154140377721215902286ed488ffbf,8,16
578,4324,How do I recharge my H-coins card purchased from Vmall?,How do I recharge my H-coins card purchased from Vmall?,00154140377750316533286ed488ffbf,15,78
579,4893,Can I simulate multiple access cards?,Number of keys and models that can be added,00154140377745116417286ed488ffbf,10,70
